catalogNo,brand,name,category,spec,unit,detectedSpecies,application,host,reactivity,conjugate,casNo,sampleType,listPrice,memberPrice,wholesalePrice,remark
O1383-5G,Sigma,油酸,reagent,5g,瓶,,,,,,,,2808.43,1011.03,1123.37,
O1008-5G,sigma,油酸 ≥99% (GC),reagent,5g,瓶,,,,,,,,2092.35,753.25,836.94,
O1008-1G,Sigma,油酸，≥99% (GC),reagent,1g,瓶,,,,,,,,636.38,229.1,254.55,
O7501-1G,Sigma,油酸钠 ≥99%,reagent,1g,瓶,,,,,,,,3326.63,1197.59,1330.65,
O7501-250MG,Sigma,油酸钠 ≥99%,reagent,250mg,瓶,,,,,,,,1447.4,521.06,578.96,
O1012-10MG,Sigma,油酰辅酶 A 锂盐,reagent,10mg,瓶,,,,,,,,7817.78,2814.4,3127.11,
O1012-5MG,Sigma,油酰辅酶 A 锂盐,reagent,5mg,瓶,,,,,,,,4517.55,1626.32,1807.02,
SML0956-10MG,sigma,右美托咪啶 盐酸盐,reagent,10mg,支,,,,,,,,2628,946.08,1051.2,
P4020-1G,Sigma,鱼精蛋白,reagent,1g,瓶,,,,,,,,652.15,234.77,260.86,
45656-250MG,Sigma,鱼藤酮,reagent,250MG,瓶,,,,,,,,784.2,282.31,313.68,
R8875-1G,sigma,鱼藤酮,reagent,1g,瓶,,,,,,,,1445.2,520.27,578.08,
R8875-5G,sigma,鱼藤酮,reagent,5g,瓶,,,,,,,,6025,2169,2410,
18692-10MG,sigma,羽扇豆醇,reagent,10mg,支,,,,,,,,3920.98,1411.55,1568.39,
Z0164-5mg,Sigma,玉米素Zeatin,reagent,5mg,瓶,,,,,,,,1195.3,430.31,478.12,
G0299-10MG,Sigma,"原薯蓣皂苷 from Dioscorea spp., ≥98%",reagent,10mg,瓶,,,,,,,,3673.9,1322.6,1469.56,
L2659-5MG,Sigma,月桂酰辅酶 A 锂盐,reagent,5MG,瓶,,,,,,,,4948.83,1781.58,1979.53,
A1603-100MG,Sigma,藻酸盐裂解酶,reagent,100mg,瓶,,,,,,,,4616.05,1661.78,1846.42,
S6508-10G,sigma,正钒酸钠,reagent,10G,瓶,,,,,,,,1132.25,407.61,452.9,
46827-U,Sigma,正构烷烃混标,reagent,1ml,瓶,,,,,,,,2017.4,726.26,806.96,
1007951000,sigma,正己烷,reagent,1L,瓶,,,,,,,,1533.78,552.16,613.51,
296090-1L,Sigma,正己烷,reagent,1L,瓶,,,,,,,,2917.5,1050.3,1167,
408727-100ML,sigma,支化聚乙烯亚胺,reagent,100ml,瓶,,,,,,,,2833,1019.88,1133.2,
C8679-25G,Sigma,芝加哥天空蓝 6B,reagent,25g,瓶,,,,,,,,5083.58,1830.09,2033.43,
SAE0053-10MG,Sigma,脂蛋白，人体血浆低密度，溶液,reagent,10ml,瓶,,,,,,,,2007.45,722.68,802.98,
L6143-1MG,Sigma,脂多糖 来源于肠沙门氏菌 肠道血清型,reagent,1mg,瓶,,,,,,,,1298.28,467.38,519.31,
F3665-1MG,SIGMA,脂多糖 来源于大肠杆菌 0111:B4,reagent,1mg,瓶,,,,,,,,2892.33,1041.24,1156.93,
L2630-25MG,Sigma,脂多糖 来源于大肠杆菌 0111:B4,reagent,25MG,瓶,,,,,,,,3738.08,1345.71,1495.23,
L2654-1MG,Sigma,脂多糖 来源于大肠杆菌 026:B6,reagent,1mg,支,,,,,,,,1217.88,438.44,487.15,
L9764-5MG,Sigma,脂多糖（粗糙菌株） 来源于肠沙门氏菌 明尼苏达血清型 Re 595（Re 突变体）,reagent,5mg,瓶,,,,,,,,6524.68,2348.88,2609.87,
02569-100mg,sigma,脂肪酶 来源于南极假丝酵母,reagent,100mg,瓶,,,,,,,,2828.48,1018.25,1131.39,
MAK046-1KT,sigma,脂肪酶活性检测试剂盒,reagent,1KT,瓶,,,,,,,,11441.7,4119.01,4576.68,
MAK085-1KT,sigma,脂类过氧化作用(MDA)检测试剂盒,reagent,1KT,盒,,,,,,,,12656.03,4556.17,5062.41,
1787-1AMP,sigma,脂质标准品、单、双和甘油三酯混合物,reagent,40mg,瓶,,,,,,,,5602.98,2017.07,2241.19,
L0288-100ML,Sigma,脂质混合物1，化学成分明确,reagent,100ML,瓶,,,,,,,,2096,754.56,838.4,
A0512-1G,sigma,直链淀粉 来源于马铃薯,reagent,1g,瓶,,,,,,,,2700.83,972.3,1080.33,
E2884-1KU,sigma,酯酶 来源于猪肝脏,reagent,1000 units,支,,,,,,,,1526.88,549.68,610.75,
E3019-20KU,sigma,酯酶 来源于猪肝脏,reagent,20KU,瓶,,,,,,,,2850.9,1026.32,1140.36,
E3019-3.5KU,sigma,酯酶 来源于猪肝脏,reagent,3.5KU,瓶,,,,,,,,1467.5,528.3,587,
D4693-1G,Sigma,中性蛋白酶II（分散酶II）,reagent,1G,瓶,,,,,,,,5058.88,1821.2,2023.55,
H8916-10UG,Sigma,肿瘤坏死因子-α 人,reagent,10UG,支,,,,,,,,4228.73,1522.34,1691.49,
E9644-.5MG,sigma,重组人表皮细胞生长因子,reagent,0.5mg,瓶,,,,,,,,9301.38,3348.5,3720.55,
I4504-250MG,sigma,转化酶 来源于面包酵母（酿酒酵母）,reagent,250MG,瓶,,,,,,,,1645.15,592.25,658.06,
T3309-100MG,sigma,转铁蛋白 人 98%,reagent,100mg,瓶,,,,,,,,4052.48,1458.89,1620.99,
MAK138-1KT,Sigma,自噬检测试剂盒 sufficient for 200 fluorometric tests,reagent,1KD,盒,,,,,,,,8602.43,3096.87,3440.97,
P0500-10G,Sigma,棕榈酸 ≥99%,reagent,10g,瓶,,,,,,,,1277.45,459.88,510.98,
76159-1G,Sigma,棕榈酸甲酯,reagent,1g,瓶,,,,,,,,622.5,224.1,249,
P9767-5G,Sigma,棕榈酸钠 ≥98.5%,reagent,5g,瓶,,,,,,,,2371.75,853.83,948.7,
P9716-10MG,sigma,棕榈酰辅酶A 锂盐,reagent,10mg,瓶,,,,,,,,9845.03,3544.21,3938.01,
P9716-5MG,sigma,棕榈酰辅酶A 锂盐,reagent,5mg,瓶,,,,,,,,5686.08,2046.99,2274.43,
P9417-100MG,Sigma,棕榈油酸,reagent,100MG,瓶,,,,,,,,2548.58,917.49,1019.43,
R0278-50ML,sigma,总蛋白提取细胞裂解缓冲液,reagent,50ML,瓶,,,,,,,,2246.3,808.67,898.52,
H8125-25g,Sigma,组氨酸 - 单盐酸盐 一水合物,reagent,25g,瓶,,,,,,,,776.5,279.54,310.6,
V900423-25G,Sigma,组氨酸 - 单盐酸盐 一水合物,reagent,25g,瓶,,,,,,,,207.1,74.56,82.84,
332593-25G,.,sigma（2-羟丙基）-β-环糊精,reagent,25G,瓶,,,,,,,,5586.33,2011.08,2234.53,
281778-100ML,.,Sigma（3-氨基丙基）三甲氧基硅烷,reagent,100ml,瓶,,,,,,,,1598.78,575.56,639.51,
274704,.,Sigma-Aldrich萘烷全氟化物离子交换树脂,reagent,25ml,瓶,,,,,,,,1992.5,717.3,797,
338443-25ML,.,sigma硅酸钠溶液,reagent,25ml,瓶,,,,,,,,1088.55,391.88,435.42,
C9407-100MG,.,Sigma胶原酶来源于溶组织梭菌,reagent,100mg,瓶,,,,,,,,3912.1,1408.36,1564.84,
238503-25G,.,"Sigma三聚磷酸钠Sodiumtripolyphosphate technical grade, 85%",reagent,25G,瓶,,,,,,,,1063.48,382.85,425.39,
316512-25g,.,sigma乙酸铅(II)三水合物,reagent,25g,瓶,,,,,,,,2365.7,851.65,946.28,
S03230G-A,.,"SiliaSpherePC C18 Monomeric,50μm,120A",reagent,100g,瓶,,,,,,,,2075,747,830,
17938-1MG,.,Simga25-Hydroxyvitamin D3 monohydrate,reagent,1mg,支,,,,,,,,7974.45,2870.8,3189.78,
A7506-100g,.,"SimgaL-抗坏血酸 L-Ascorbic acid reagent grade, crystalline",reagent,100g,瓶,,,,,,,,1342.65,483.35,537.06,
48912-U,.,SimgaProClin™ 300 pkg of 50 mL,reagent,50ml,瓶,,,,,,,,2118.43,762.63,847.37,
E1250-50mg,.,Simga弹性蛋白酶 来源于猪胰腺,reagent,50mg,瓶,,,,,,,,4769.03,1716.85,1907.61,
11088858001,.,Simga胶原酶D,reagent,100mg,支,,,,,,,,2354.53,847.63,941.81,
34851-1L,.,Simga乙腈 for HPLC,reagent,1L,瓶,,,,,,,,1397.68,503.16,559.07,
100378-MM01,.,sinobiologicalAnti-V5 tag Antibody,reagent,50ul,支,,,,,,,,2125,765,850,
SLE008,.,SmartPAGEPrecast Protein Gel 15wells,reagent,4-12%,盒,,,,,,,,500,180,200,
14395-1-AP-20ul,.,SmoothMuscle Actin Polyclonal Antibody,reagent,20ul,支,,,,,,,,1575,567,630,
SW3015-500ml,.,Solarbiio5%BSA封闭液,reagent,500ml,瓶,,,,,,,,800,288,320,
S1075-100mg,solarbio,5(6)-羧基荧光素二乙酸酯,reagent,100mg,瓶,,,,,,,,1820,655.2,728,
A9130-5g,Solarbio,ATP,reagent,5g,瓶,,,,,,,,840,302.4,336,
G8290-250g,solarbio,a-淀粉酶,reagent,250g,瓶,,,,,,,,220,79.2,88,
C0020-10ml,Solarbio,Hoechst 33258 染色液(即用型) 10ug/ml,reagent,10ml,瓶,,,,,,,,240,86.4,96,
PG01210-S-10块,Solarbio,Precast-Gel变性蛋白预制胶 浓度12%,reagent,10块,盒,,,,,,,,1015,365.4,406,
PG41510-S-10块,Solarbio,Precast-Gel变性蛋白预制胶 浓度4-15%,reagent,10块,盒,,,,,,,,1015,365.4,406,
SA0011-1盒,Solarbio,SABC(小鼠IgG)-POD kit,reagent,,盒,,,,,,,,1512,544.32,604.8,
T1120-500ml,Solarbio,TE缓冲液(PH=8.0).,reagent,500ml,瓶,,,,,,,,400,144,160,
SL039-10ml,Solarbio,封闭绵羊血清（原液）,reagent,10ml,瓶,,,,,,,,105,37.8,42,
BC0955- 100管/96样,Solarbio,琥珀酸脱氢酶(SDH)活性检测试剂盒 微量法,reagent,100管/96样,盒,,,,,,,,910,327.6,364,
H8761-500ul*5,Solarbio,聚凝胺(10mg/ml) DNA转染增强剂,reagent,500ul*5,瓶,,,,,,,,1225,441,490,
P7415-500g,Solarbio,聚酰胺 60-100目,reagent,500g,瓶,,,,,,,,680,244.8,272,
P8040-100g,Solarbio,聚乙二醇 PEG 3350,reagent,100g,瓶,,,,,,,,227.5,81.9,91,
G0071-500ml,solarbio,氯化钙溶液（1mol/L）,reagent,500ml,瓶,,,,,,,,350,126,140,
A9510-500g,solarbio,钠型732阳离子交换树脂,reagent,500个,瓶,,,,,,,,240,86.4,96,
P8870-200ml,Solarbio,小鼠脏器组织淋巴细胞分离液试剂盒,reagent,200ml,盒,,,,,,,,1400,504,560,
SC8160-20mg,Solarbio,(+)-儿茶素 标准品,reagent,20mg,支,,,,,,,,200,72,80,
T1072-10*1L,Solarbio,×Tris-甘氨酸电泳缓冲液（粉剂）,reagent,10*1L,包,,,,,,,,400,144,160,
YA0702-1000支/包,Solarbio,0.2mlPCR管 （平盖）,reagent,1000支/包,包,,,,,,,,64,23.04,25.6,
E1170-100ml,Solarbio,0.5M EDTA(PH8.0),reagent,100ml,瓶,,,,,,,,140,50.4,56,
E1170-500ml,Solarbio,0.5M EDTA(PH8.0),reagent,500ML,瓶,,,,,,,,400,144,160,
YA0701-0.5-1000支/包,Solarbio,0.5ml PCR管,reagent,1000支/包,包,,,,,,,,120,43.2,48,
M0034-500g,Solarbio,001×7强酸性苯乙烯系阳离子交换树脂,reagent,500g,瓶,,,,,,,,400,144,160,
S9464-100ml,Solarbio,1%鸡红细胞悬液,reagent,100ml,瓶,,,,,,,,1592.5,573.3,637,
P8320-10g,Solarbio,"1,4-哌嗪二乙磺酸 PIPES",reagent,10g,瓶,,,,,,,,160,57.6,64,
D9660-1g,Solarbio,"1,6-二苯基-1,3,5-己三烯",reagent,1g,瓶,,,,,,,,1600,576,640,
YA0320-1pk,Solarbio,1.5ml 样品瓶，蓝盖，开孔，带刻度，透明（进样瓶）,reagent,100个,盒,,,,,,,,480,172.8,192,
YA0321-100个,Solarbio,1.5ml 样品瓶，蓝盖，开孔，带刻度，棕色（进样瓶）,reagent,100个,包,,,,,,,,540,194.4,216,
M8526-250g,solarbio,1/2 MS培养基（不含琼脂和蔗糖）,reagent,250g,瓶,,,,,,,,860,309.6,344,
M8525,solarbio,1/2MS培养基（含琼脂和蔗糖）,reagent,250g,瓶,,,,,,,,262.5,94.5,105,
M9971-250g,Solarbio,1/4MS培养基（不含琼脂与蔗糖）,reagent,250g,瓶,,,,,,,,1000,360,400,
T1052-5*1L,Solarbio,1×TBE缓冲液（粉剂）,reagent,5*1L,包,,,,,,,,240,86.4,96,
T1086-10*1L,Solarbio,1×TBST缓冲液（粉剂）,reagent,10*1L,包,,,,,,,,220,79.2,88,
T1083-10*1L,Solarbio,1×TBS缓冲液（粉剂）,reagent,10*1L,包,,,,,,,,220,79.2,88,
T1225-500ml,Solarbio,1×Tris-tricine-SDS-PAGE电泳缓冲液（阳极+）,reagent,500ml,瓶,,,,,,,,300,108,120,
T1215-500ml,Solarbio,1×Tris-tricine-SDS-PAGE电泳缓冲液（阴极-）,reagent,500ml,瓶,,,,,,,,480,172.8,192,
D1061-10*1L,Solarbio,1×电泳转移缓冲液（转膜液）（粉剂）,reagent,10*1L,包,,,,,,,,260,93.6,104,
D1061-5*1L,Solarbio,1×电泳转移缓冲液（转膜液）（粉剂）,reagent,5*1L,包,,,,,,,,140,50.4,56,
A1030-1ml,solarbio,10%PAGE胶凝固剂（过硫酸铵）,reagent,1ml,瓶,,,,,,,,80,28.8,32,
D1060-10*500,Solarbio,10*电转液（转膜液）,reagent,10*500ml,组,,,,,,,,2200,792,880,
D1020-5ML,Solarbio,10×DNA上样缓冲液,reagent,5ml,瓶,,,,,,,,80,28.8,32,
M1010-100ml,Solarbio,10×MOPS缓冲液 100ml,reagent,100ml,瓶,,,,,,,,240,86.4,96,
P1022-500ml*10,Solarbio,10×PBS缓冲液 (pH7.2- 7.4) RT,reagent,500ml*10,组,,,,,,,,750,525,600,
T1084-1L,Solarbio,10×TBS缓冲液（粉剂）,reagent,1L,包,,,,,,,,180,64.8,72,
T1220-100ml,Solarbio,10×Tris-tricine-SDS-PAGE电泳缓冲液（阳极+）,reagent,100ml,瓶,,,,,,,,180,64.8,72,
T1220-500ml,Solarbio,10×Tris-tricine-SDS-PAGE电泳缓冲液（阳极+）,reagent,500ml,瓶,,,,,,,,520,187.2,208,
T1210-100ml,Solarbio,10×Tris-tricine-SDS-PAGE电泳缓冲液（阴极-）,reagent,100ml,瓶,,,,,,,,360,129.6,144,
T1210-500ml,Solarbio,10×Tris-tricine-SDS-PAGE电泳缓冲液（阴极-）,reagent,500ml,瓶,,,,,,,,1320,475.2,528,
D1062-1L,Solarbio,10×电泳转移缓冲液（转膜液）（粉剂）,reagent,1l,瓶,,,,,,,,200,72,80,
P2100-50ml,Solarbio,10×多聚赖氨酸,reagent,50ml,瓶,,,,,,,,2400,864,960,
G5560-0.5ml,Solarbio,10000*SolarRed 核酸染料 适合全片段，红光,reagent,0.5ml,瓶,,,,,,,,1800,648,720,
G5570-0.5ml,Solarbio,10000×SolarGreen 核酸染料,reagent,0.5ml,瓶,,,,,,,,1800,648,720,
M1200-50T,Solarbio,100bp DNA Ladder,reagent,50T,盒,,,,,,,,240,86.4,96,
YA0945-1EA,Solarbio,100目细胞过滤筛,reagent,100目,袋,,,,,,,,172,61.92,68.8,
YA0947-150目,Solarbio,150目细胞过滤筛,reagent,150目,个,,,,,,,,172,61.92,68.8,
YA0476-1包,Solarbio,15ml离心管（尖底螺口）,reagent,1包,包,,,,,,,,122.5,44.1,49,
D1070-1ml,Solarbio,1M DTT溶液/二硫苏糖醇,reagent,1ml,瓶,,,,,,,,100,36,40,
D1070-5ml,Solarbio,1M DTT溶液/二硫苏糖醇,reagent,5ml,瓶,,,,,,,,160,57.6,64,
H1090-100ml,Solarbio,1M Hepes(Acid Free),reagent,100ml,瓶,,,,,,,,480,172.8,192,
T1090-500,Solarbio,1M Tris-HCL（PH=7.4）,reagent,500ml,瓶,,,,,,,,420,151.2,168,
T1140-100ml,Solarbio,1M Tris-HCl(PH=7.5),reagent,100ml,瓶,,,,,,,,160,57.6,64,
T1130-100ml,Solarbio,1M Tris-HCl缓冲液(PH=7.0),reagent,100ml,瓶,,,,,,,,160,57.6,64,
T1141-500ml,solarbio,1M Tris-HCl缓冲液(PH=7.5，RNase free) 无菌,reagent,500ml,瓶,,,,,,,,480,172.8,192,
T1150-500ml,Solarbio,1M Tris-HCl缓冲液(PH=8.0),reagent,500ML,瓶,,,,,,,,480,172.8,192,
T1170-100ml,Solarbio,1M Tris-HCl缓冲液(PH=8.8),reagent,100ml,瓶,,,,,,,,200,72,80,
T1170-500ml,Solarbio,1M Tris-HCl缓冲液(PH=8.8),reagent,500ml,瓶,,,,,,,,480,172.8,192,
G3005-500ml,solarbio,2%TTC染色液,reagent,500ml,瓶,,,,,,,,1600,576,640,
LS00066-500ml,Solarbio,2*CTAB提取缓冲液,reagent,500ML,瓶,,,,,,,,800,288,320,
A9590-1g,Solarbio,"2,2-二氮-双（3-乙基苯并噻唑-6-磺酸）铵盐",reagent,1g,瓶,,,,,,,,800,288,320,
D9240-1g,Solarbio,"2,2-联吡啶",reagent,1g,瓶,,,,,,,,120,43.2,48,
IT0570-10mg,Solarbio,"2,3,5,4-tetrahydroxyl diphenylethylene-2-o-glucoside；二苯乙烯苷",reagent,10mg,瓶,,,,,,,,880,316.8,352,
T8170-25g,Solarbio,"2,3,5氯化三苯基四氮唑 TTC",reagent,25g,瓶,,,,,,,,2380,856.8,952,
D8100-10G,solarbio,"2,4-二氯苯氧乙酸（2,4-D）",reagent,10g,瓶,,,,,,,,192.5,69.3,77,
H1080-100ml,Solarbio,2×HEPES(pH7.2- 7.4),reagent,100ml,瓶,,,,,,,,210,75.6,84,
PC1120-1ml,Solarbio,2×Taq PCR MasterMix (含染料）,reagent,1ml,瓶,,,,,,,,140,50.4,56,
P1325-10ml,Solarbio,2×Tris-Tricine-SDS-PAGE 上样缓冲液 (含DTT),reagent,10ml,瓶,,,,,,,,180,64.8,72,
P1325-5ml,Solarbio,2×Tris-Tricine-SDS-PAGE 上样缓冲液 (含DTT),reagent,5ml,瓶,,,,,,,,120,43.2,48,
P1018-10ml,solarbio,2×蛋白上样缓冲液（含DTT）,reagent,10ml,瓶,,,,,,,,245,88.2,98,
SP8590-20mg,Solarbio,20（s）-原人参二醇,reagent,20mg,瓶,,,,,,,,720,259.2,288,
P1032-500,Solarbio,20×PBS缓冲液，0.2M，PH7.2-7.4，4°,reagent,500ml,瓶,,,,,,,,100,70,80,
S1090-100ml,Solarbio,20×SSC PH7.4,reagent,100ml,瓶,,,,,,,,160,57.6,64,
YA0949-200目,Solarbio,200目细胞过滤筛,reagent,200目,个,,,,,,,,180,64.8,72,
A9780-25g,Solarbio,"2-氨基-2-甲基-1,3-丙二醇",reagent,25g,瓶,,,,,,,,360,129.6,144,
YS119303-100mg,Solarbio,2-氨基-4-甲砜基苯甲酸,reagent,100mg,瓶,,,,,,,,1088,391.68,435.2,
T2530-25g,Solarbio,2-噻吩甲酰三氟丙酮,reagent,25g,瓶,,,,,,,,720,259.2,288,
C8410-10g,Solarbio,3-(环己胺)-1-丙磺酸 CAPS,reagent,10g,瓶,,,,,,,,140,50.4,56,
SD8310-20mg,Solarbio,"3,4-Dihydroxybenzoic acid 原儿茶酸 标准品",reagent,20mg,支,,,,,,,,200,72,80,
I8450-50mg,Solarbio,3-异丁基-1-甲基黄嘌呤 99% −20°C,reagent,50mg,瓶,,,,,,,,640,230.4,256,
S1051-500ml,Solarbio,4×SDS-PAGE分离胶缓冲液(PH=8.8),reagent,500ml,瓶,,,,,,,,260,93.6,104,
S1052-500ml,Solarbio,4×SDS-PAGE浓缩胶缓冲液(PH=6.8),reagent,500ML,瓶,,,,,,,,240,86.4,96,
P1017-10ml,Solarbio,4×非变性蛋白上样缓冲液,reagent,10ml,瓶,,,,,,,,360,129.6,144,
A1025-500ml,Solarbio,40%(37.5:1)制胶液,reagent,500ml,瓶,,,,,,,,580,208.8,232,
M8310-10g,Solarbio,4-甲基伞形酮,reagent,10g,瓶,,,,,,,,400,144,160,
YS134803-5g,Solarbio,4-硝基苯硫酚,reagent,5g,瓶,,,,,,,,1284,462.24,513.6,
SW3015-10ml,Solarbio,5%BSA封闭液,reagent,10ml,瓶,,,,,,,,80,28.8,32,
D8350-1g,Solarbio,"5,5-二硫代双（2-硝基苯甲酸）DTNB",reagent,,瓶,,,,,,,,440,158.4,176,
T1073-1L,Solarbio,5×Tris-甘氨酸电泳缓冲液（粉剂）,reagent,1L,瓶,,,,,,,,200,72,80,
T1070-10*500ml,Solarbio,5×Tris-甘氨酸电泳液,reagent,10*500ml,组,,,,,,,,2000,720,800,
P1041-10ml,Solarbio,5×蛋白上样缓冲液（含巯基还原剂）,reagent,10ml,瓶,,,,,,,,260,93.6,104,
P1042-10ml,Solarbio,5×非变性蛋白上样缓冲液,reagent,10ml,瓶,,,,,,,,360,129.6,144,
M1800-100T,solarbio,50bp DNA Ladder,reagent,100T,支,,,,,,,,400,144,160,
M1800-50T,solarbio,50bp DNA Ladder,reagent,50T,支,,,,,,,,240,86.4,96,
YA0473-1pk,Solarbio,50ml离心管（圆底高速压盖）,reagent,50支/包,包,,,,,,,,140,50.4,56,
F8301-5g,Solarbio,5-氟尿嘧啶,reagent,5g,瓶,,,,,,,,360,129.6,144,
H8390-1g,Solarbio,5-羟甲基糠醛,reagent,1g,瓶,,,,,,,,128,46.08,51.2,
D1010-1ml,Solarbio,6×DNA上样缓冲液,reagent,1ml,瓶,,,,,,,,60,21.6,24,
D1010-5ml,Solarbio,6×DNA上样缓冲液,reagent,5ml,瓶,,,,,,,,80,28.8,32,
A8170-5G,solarbio,6-苄基氨基喋呤 6-BA,reagent,5g,瓶,,,,,,,,480,172.8,192,
D8090-1g,Solarbio,6-磷酸葡萄糖二钠,reagent,1g,瓶,,,,,,,,920,331.2,368,
D8090-500mg,solarbio,6-磷酸葡萄糖二钠，98%,reagent,500mg,瓶,,,,,,,,520,187.2,208,
BC0265-100T/96S,Solarbio,6-磷酸葡萄糖脱氢酶(G6PDH)活性检测试剂盒,reagent,100T/96S,盒,,,,,,,,780,280.8,312,
H1130-100ml,Solarbio,7.5% BSA溶液（细胞培养级）,reagent,100ml,瓶,,,,,,,,1200,432,480,
YA0444-12*6,Solarbio,72孔离心管盒（1.5ml）,reagent,12*6,个,,,,,,,,20,7.2,8,
SU8010-20mg,Solarbio,7-羟基香豆素 标准品,reagent,20mg,瓶,,,,,,,,120,43.2,48,
P1112-500ml,solarbio,8%组织细胞固定液,reagent,500ml,瓶,,,,,,,,525,189,210,
YA0954-800目,Solarbio,800目细胞过滤筛,reagent,800目,盒,,,,,,,,300,108,120,
YA0944-80目,Solarbio,80目细胞过滤筛,reagent,80目,个,,,,,,,,172,61.92,68.8,
YA0461-81孔,Solarbio,81孔塑料冻存盒（适用于1.8-2ml冻存管）,reagent,81孔,个,,,,,,,,36,12.96,14.4,
YA0600-1EA,Solarbio,96孔PCR板 (无裙边)（0.2ml）,reagent,,块,,,,,,,,12,4.32,4.8,
YA0591,Solarbio,96孔血凝板U型（有机玻璃）,reagent,96孔,个,,,,,,,,48,17.28,19.2,
YA0592-96孔,Solarbio,96孔血凝板V型（有机玻璃）,reagent,96孔,块,,,,,,,,48,17.28,19.2,
M0042-500g,Solarbio,AB-8大孔吸附树脂,reagent,500g,瓶,,,,,,,,400,144,160,
G1285-50ml*6,Solarbio,AB-PAS染色试剂盒（阿利新蓝-过碘酸-雪夫染色试剂盒）,reagent,50ml*6,盒,,,,,,,,1000,360,400,
BC4775-100T/48S,Solarbio,ABTS自由基清除能力检测试剂盒,reagent,100T/48S,盒,,,,,,,,1480,532.8,592,
A9281-500mg,Solarbio,Acarbose 阿卡波糖,reagent,500mg,瓶,,,,,,,,800,288,320,
SA8840-20mg,Solarbio,Acetate gossypol 醋酸棉酚 标准品,reagent,20mg,支,,,,,,,,480,172.8,192,
IA4350-10mg,Solarbio,AdipoRon,reagent,10mg,瓶,,,,,,,,1800,648,720,
BC1014-50T/48S,Solarbio,ADP含量检测试剂盒 高效液相色谱法,reagent,50T/48S,盒,,,,,,,,1240,446.4,496,
M0067-500g,Solarbio,ADS-17大孔吸附树脂,reagent,500g,瓶,,,,,,,,520,187.2,208,
A2010-3*1ml,Solarbio,AEC显色试剂盒,reagent,3*1ml,盒,,,,,,,,220,79.2,88,
SA8130-100mg,Solarbio,Albumin Bovine V 牛血清白蛋白V 标准品,reagent,100mg,瓶,,,,,,,,280,100.8,112,
K0031G-AF488,Solarbio,Alexa Fluor 488标记的羊抗小鼠IgG,reagent,100ul,支,,,,,,,,1680,604.8,672,
SA8720-20mg,Solarbio,Allicin 大蒜素 标准品,reagent,20mg,瓶,,,,,,,,800,288,320,
SA9240-20mg,Solarbio,Allomatrine 槐定碱 标准品,reagent,20mg,瓶,,,,,,,,360,129.6,144,
SA8740-20mg,Solarbio,Angelica Polysaccharide 当归多糖 标准品,reagent,20mg,瓶,,,,,,,,350,126,140,
CA1020-100T,Solarbio,ANNEXIN V- FITC/PI 凋亡检测试剂盒,reagent,100T,盒,,,,,,,,4400,1584,1760,
CA1020-20T,solarbio,ANNEXIN V- FITC/PI 凋亡检测试剂盒,reagent,20T,盒,,,,,,,,1050,378,420,
CA1020-50T,solarbio,ANNEXIN V- FITC/PI 凋亡检测试剂盒,reagent,50T,盒,,,,,,,,2400,864,960,
CA1030-20T,Solarbio,Annexin V PE/7-AAD 凋亡检测试剂盒,reagent,20T,盒,,,,,,,,1360,489.6,544,
K003503P,Solarbio,Anti-AQP3 Polyclonal Antibody,reagent,50ul,支,,,,,,,,1680,604.8,672,
K107599P-50ul,Solarbio,Anti-CASP1 Polyclonal Antibody,reagent,50ul,支,,,,,,,,1920,691.2,768,
K006370P-50ul,Solarbio,Anti-CGAS Polyclonal Antibody,reagent,50ul,支,,,,,,,,1920,691.2,768,
K000391P-50ul,Solarbio,Anti-CPT1A Polyclonal Antibody,reagent,50ul,支,,,,,,,,1920,691.2,768,
K009526P,Solarbio,Anti-EpCAM Polyclonal Antibody,reagent,50ul,支,,,,,,,,1680,604.8,672,
K200057M-50ul,Solarbio,Anti-GAPDH Monoclonal antibody,reagent,50ul,支,,,,,,,,960,345.6,384,
K000450P-100ul,Solarbio,Anti-HIF1A Polyclonal Antibody,reagent,100ul,支,,,,,,,,3200,1152,1280,
K000450P-50ul,Solarbio,Anti-HIF1A Polyclonal Antibody,reagent,50ul,支,,,,,,,,1920,691.2,768,
K106830P-50ul,Solarbio,Anti-JAK1 Polyclonal Antibody,reagent,50ul,支,,,,,,,,1920,691.2,768,
K002264P-50ul,Solarbio,Anti-JAK2 Polyclonal Antibody,reagent,50ul,支,,,,,,,,1920,691.2,768,
K003934P,Solarbio,Anti-NEK2 Polyclonal Antibody,reagent,50ul,支,,,,,,,,1680,604.8,672,
K009379P-50ul,Solarbio,Anti-Phospho-Jak2-Y1007/1008 Polyclonal Antibody,reagent,50ul,支,,,,,,,,1920,691.2,768,
K006380P-50ul,Solarbio,Anti-PPARA Polyclonal Antibody,reagent,50ul,支,,,,,,,,1920,691.2,768,
K009215P-50ul,Solarbio,Anti-PPARγ Polyclonal Antibody,reagent,50ul,支,,,,,,,,1920,691.2,768,
K009004P,Solarbio,Anti-PROM1 Polyclonal Antibody,reagent,50ul,支,,,,,,,,1680,604.8,672,
K109359P-50ul,solarbio,Anti-SERPIND1 Polyclonal Antibody,reagent,50ul,支,,,,,,,,1920,691.2,768,
